title,url,genre
Merchants of Virtue,https://www.smashwords.com/books/view/1601713,Biographical
Unwavering,https://www.smashwords.com/books/view/1286505,Biographical
Cold Blows the Wind,https://www.smashwords.com/books/view/1254160,Biographical
The Woman Who Painted The Seas…,https://www.smashwords.com/books/view/1392209,Biographical
The Cotillion Brigade: A Novel o…,https://www.smashwords.com/books/view/1189547,Biographical
Unrelenting,https://www.smashwords.com/books/view/1286508,Biographical
The Secret Diary of an Arranged Marri…,https://www.smashwords.com/books/view/1216225,Biographical
On Herring Cove Road: Mr. Rosen a…,https://www.smashwords.com/books/view/1300154,Biographical
The Gilded Cage on the Bosphorus,https://www.smashwords.com/books/view/1564039,Biographical
V: Five Legendary Tales From Beyon…,https://www.smashwords.com/books/view/1417196,Biographical
ONCE AGAIN BEAUTIFUL AND …,https://www.smashwords.com/books/view/1584331,Biographical
The Tethered Unicorn,https://www.smashwords.com/books/view/1578314,Biographical
Between Two Worlds,https://www.smashwords.com/books/view/1599039,Biographical
Roy: The Most Chaotic Midlife Cri…,https://www.smashwords.com/books/view/1282785,Biographical
Pub Crawling with My Dog,https://www.smashwords.com/books/view/1012466,Biographical
Cancelled Confessions by Cl…,https://www.smashwords.com/books/view/1138295,Biographical
A Girl of the Golden West,https://www.smashwords.com/books/view/1603115,Biographical
The Mostly True Story of Rudabaug…,https://www.smashwords.com/books/view/1591078,Biographical
The Patriot Chronicles,https://www.smashwords.com/books/view/1600804,Biographical
Finding Her Leading Man,https://www.smashwords.com/books/view/1249297,Business
The Dead Zone,https://www.smashwords.com/books/view/1249267,Business
Wild Side,https://www.smashwords.com/books/view/1249810,Business
Easy Rider,https://www.smashwords.com/books/view/1249886,Business
Ride 'Em Hard,https://www.smashwords.com/books/view/1250283,Business
The Curvy Girl's Cowboy Treat,https://www.smashwords.com/books/view/1249785,Business
Grumpy Rancher,https://www.smashwords.com/books/view/1249653,Business
The Kite Story - Freddy and his Kite,https://www.smashwords.com/books/view/745150,Business
Radical,https://www.smashwords.com/books/view/896706,Business
Work Departure,https://www.smashwords.com/books/view/1541683,Business
A Lady of La Jolla: Start,https://www.smashwords.com/books/view/1536572,Business
Schmattah's,https://www.smashwords.com/books/view/1499238,Business
The Heart Witch of Speckled Hound H…,https://www.smashwords.com/books/view/1595548,Children’s books
20 Magical Garden Bedtime Stories F…,https://www.smashwords.com/books/view/1601649,Children’s books
The Phantom Archer,https://www.smashwords.com/books/view/1600972,Children’s books
The Nature Keepers,https://www.smashwords.com/books/view/1594414,Children’s books
Cedric The Shark And His Best Frien…,https://www.smashwords.com/books/view/1180492,Children’s books
Firesight,https://www.smashwords.com/books/view/1453148,Children’s books
Cedric The Shark Visits The Doctor!,https://www.smashwords.com/books/view/1180568,Children’s books
Cedric The Shark Get's Toothache,https://www.smashwords.com/books/view/1180446,Children’s books
Fate's Foe Collection,https://www.smashwords.com/books/view/1575186,Children’s books
The Thorn Chronicles: The C…,https://www.smashwords.com/books/view/1279208,Children’s books
Sono grata I am Thankful,https://www.smashwords.com/books/view/1411489,Children’s books
Gavin Learns about Bicycles,https://www.smashwords.com/books/view/1594968,Children’s books
Trekking To The Sunset,https://www.smashwords.com/books/view/164292,Children’s books
"Cat Patrol Delta, Episode #1: Earth…",https://www.smashwords.com/books/view/39727,Children’s books
The Magic of Christmas: Stories…,https://www.smashwords.com/books/view/1583491,Children’s books
Bedtime Stories for Kids,https://www.smashwords.com/books/view/550812,Children’s books
Crank Palace: A Maze Runner Nov…,https://www.smashwords.com/books/view/1434604,Children’s books
Thanatos,https://www.smashwords.com/books/view/214128,Children’s books
Vampire Addiction,https://www.smashwords.com/books/view/499863,Children’s books
The Path to Christmas,https://www.smashwords.com/books/view/31912,Children’s books
The Shop under the Palm Trees,https://www.smashwords.com/books/view/1547826,Children’s books
Jill the Dog and the Shop in the Village,https://www.smashwords.com/books/view/1398968,Children’s books
A Collection of Stories for Dement…,https://www.smashwords.com/books/view/98171,Children’s books
How To Be A Billionaire - Lesso…,https://www.smashwords.com/books/view/1603635,Children’s books
My Dad and His Flannel Pajamas,https://www.smashwords.com/books/view/1603556,Children’s books
Un filme de terror,https://www.smashwords.com/books/view/1603411,Children’s books
Havah: The Story of Eve,https://www.smashwords.com/books/view/1597937,Christian
A Return to Lyme Regis,https://www.smashwords.com/books/view/1561140,Christian
Adelia's Forced Marriage,https://www.smashwords.com/books/view/1593997,Christian
One Last Promise,https://www.smashwords.com/books/view/1489054,Christian
Kennedy Stern Christian Suspens…,https://www.smashwords.com/books/view/1415134,Christian
"Untaken, Too: 12 Days Following th…",https://www.smashwords.com/books/view/1543374,Christian
No Safe Place,https://www.smashwords.com/books/view/1442570,Christian
Vanishing Legacy,https://www.smashwords.com/books/view/1503910,Christian
A Day Like Any Other,https://www.smashwords.com/books/view/1387831,Christian
The Whittaker Brothers,https://www.smashwords.com/books/view/1457800,Christian
Oath of Honor Books 1-3,https://www.smashwords.com/books/view/1561360,Christian
Dirty Amish Girl Episode 2: The Do…,https://www.smashwords.com/books/view/1095075,Christian
Dirty Amish Girl Episode 1: The Dr…,https://www.smashwords.com/books/view/991372,Christian
Dirty Amish Girl Episode 4: Jezebe…,https://www.smashwords.com/books/view/1097165,Christian
Alden's Always,https://www.smashwords.com/books/view/1206488,Christian
Ruth,https://www.smashwords.com/books/view/1205393,Christian
Beth,https://www.smashwords.com/books/view/1206294,Christian
Brothers Keeping: Joseph and Job,https://www.smashwords.com/books/view/447927,Christian
Reflections of the Abyss: A Leap of …,https://www.smashwords.com/books/view/1584942,Christian
The Engagement,https://www.smashwords.com/books/view/699666,Christian
A Twist of Fate and a Ginger Blessing,https://www.smashwords.com/books/view/1603572,Christian
The Horseshoe Promise,https://www.smashwords.com/books/view/1603552,Christian
Vindicare Hope,https://www.smashwords.com/books/view/1596129,Christian
A Return to Lyme Regis,https://www.smashwords.com/books/view/1561140,Classics
Twin Flames & Soul Ties,https://www.smashwords.com/books/view/1601626,Classics
The Seven Books Of Power,https://www.smashwords.com/books/view/1601442,Classics
Stripped,https://www.smashwords.com/books/view/1248922,Classics
Play,https://www.smashwords.com/books/view/1248759,Classics
Darcy's Marriage Arrangement: A Pr…,https://www.smashwords.com/books/view/1552545,Classics
Good Girl,https://www.smashwords.com/books/view/1248948,Classics
Schooled,https://www.smashwords.com/books/view/1249383,Classics
My Wife Karen,https://www.smashwords.com/books/view/1548595,Classics
The Marvelous Mr. Darcy: A Pride and…,https://www.smashwords.com/books/view/1407592,Classics
A Month To Love Compilation,https://www.smashwords.com/books/view/1250333,Classics
Ahab: My Magnificent Obses…,https://www.smashwords.com/books/view/1110441,Classics
On Herring Cove Road: Mr. Rosen a…,https://www.smashwords.com/books/view/1300154,Classics
To Have and To Hold: The Meryton…,https://www.smashwords.com/books/view/1262431,Classics
The Lady or the Tiger? (Adapted),https://www.smashwords.com/books/view/1042087,Classics
A Tale of Two Cities In Plain and Simpl…,https://www.smashwords.com/books/view/272350,Classics
Family Ties,https://www.smashwords.com/books/view/1089664,Classics
Darcy in Disguise: A Pride & Prejudice …,https://www.smashwords.com/books/view/1603601,Classics
Verse and Virtue: Classic Tales Reto…,https://www.smashwords.com/books/view/1603521,Classics
Anna La petite orpheline,https://www.smashwords.com/books/view/1602130,Classics
"Dungeon Growth Log, Volume 3",https://www.smashwords.com/books/view/1600940,Coming of age
Three Wrong Turns,https://www.smashwords.com/books/view/1585341,Coming of age
Arcane Echoes,https://www.smashwords.com/books/view/1601296,Coming of age
Before the Swallows Come Back,https://www.smashwords.com/books/view/1430805,Coming of age
Out of Shadow: An Epic YA Fantasy A…,https://www.smashwords.com/books/view/1295622,Coming of age
On The Rebound,https://www.smashwords.com/books/view/1200511,Coming of age
Break the Ice,https://www.smashwords.com/books/view/1200191,Coming of age
Our Secret: A College Bully Rom…,https://www.smashwords.com/books/view/1384213,Coming of age
Good Girl,https://www.smashwords.com/books/view/1248948,Coming of age
Tailgates and Truck Dates,https://www.smashwords.com/books/view/1484846,Coming of age
The Sage Saga: The Complete Five Kin…,https://www.smashwords.com/books/view/1326399,Coming of age
The Arizona Kid,https://www.smashwords.com/books/view/1582944,Coming of age
The Paris MBA,https://www.smashwords.com/books/view/1495060,Coming of age
Genius,https://www.smashwords.com/books/view/1508195,Coming of age
Staging Areas,https://www.smashwords.com/books/view/1598244,Coming of age
On Thin Ice,https://www.smashwords.com/books/view/1351494,Coming of age
Schooled,https://www.smashwords.com/books/view/1249383,Coming of age
Fall To You,https://www.smashwords.com/books/view/416526,Coming of age
Singing Lizards,https://www.smashwords.com/books/view/526850,Coming of age
Seaspray,https://www.smashwords.com/books/view/1152560,Coming of age
Adventures on Brad Books 1 - 9,https://www.smashwords.com/books/view/1346755,Coming of age
Winter Burning,https://www.smashwords.com/books/view/1603474,Coming of age
"Mind, Body & Spirit: Manifesting your a…",https://www.smashwords.com/books/view/1603452,Coming of age
Jane Eyre: Rochester’s Retelli…,https://www.smashwords.com/books/view/1603429,Coming of age
Voyage of Malice,https://www.smashwords.com/books/view/1601739,Cultural & ethnic themes
Merchants of Virtue,https://www.smashwords.com/books/view/1601713,Cultural & ethnic themes
The Baby Whisperer,https://www.smashwords.com/books/view/1594739,Cultural & ethnic themes
The Cheesemaker's Daughter,https://www.smashwords.com/books/view/1574056,Cultural & ethnic themes
Before the Swallows Come Back,https://www.smashwords.com/books/view/1430805,Cultural & ethnic themes
A Debt of Death,https://www.smashwords.com/books/view/1232623,Cultural & ethnic themes
Paradise Crime Mysteries Complet…,https://www.smashwords.com/books/view/1496151,Cultural & ethnic themes
Orphans of War,https://www.smashwords.com/books/view/1505321,Cultural & ethnic themes
Ten Years Gone,https://www.smashwords.com/books/view/1231330,Cultural & ethnic themes
A Skeleton in Bone Creek,https://www.smashwords.com/books/view/1423676,Cultural & ethnic themes
The Millionaire Son In Law V2,https://www.smashwords.com/books/view/1585695,Cultural & ethnic themes
Newbie Werewolf: The First 8 Advent…,https://www.smashwords.com/books/view/1220493,Cultural & ethnic themes
Lost Boy,https://www.smashwords.com/books/view/1288965,Cultural & ethnic themes
When All Else Fails,https://www.smashwords.com/books/view/1538082,Cultural & ethnic themes
Coyote Dances with Fire.,https://www.smashwords.com/books/view/583492,Cultural & ethnic themes
On Herring Cove Road: Mr. Rosen a…,https://www.smashwords.com/books/view/1300154,Cultural & ethnic themes
Centurion Witness,https://www.smashwords.com/books/view/1232280,Cultural & ethnic themes
The Valley Of Lost Children,https://www.smashwords.com/books/view/1221608,Cultural & ethnic themes
Alden's Always,https://www.smashwords.com/books/view/1206488,Cultural & ethnic themes
Beth,https://www.smashwords.com/books/view/1206294,Cultural & ethnic themes
"**""Iraq Unveiled: A Journey Through …",https://www.smashwords.com/books/view/1603676,Cultural & ethnic themes
"Love, Lox and Laughter ""My Jewi…",https://www.smashwords.com/books/view/1603623,Cultural & ethnic themes
Winter Burning,https://www.smashwords.com/books/view/1603474,Cultural & ethnic themes
Spanish Short Stories for Beginn…,https://www.smashwords.com/books/view/1098154,Educational
Physics in Daily Life & Simple College …,https://www.smashwords.com/books/view/104363,Educational
New Beginnings,https://www.smashwords.com/books/view/1570402,Educational
When Sorrows Come,https://www.smashwords.com/books/view/690015,Educational
Bubba Tails,https://www.smashwords.com/books/view/751880,Educational
Unfounded Prejudice,https://www.smashwords.com/books/view/1067168,Educational
Good Morning Sir,https://www.smashwords.com/books/view/709551,Educational
Il pesce illuminato,https://www.smashwords.com/books/view/389419,Educational
Life Changes Fast,https://www.smashwords.com/books/view/1570376,Educational
Give and Take,https://www.smashwords.com/books/view/1569043,Educational
The Fae King,https://www.smashwords.com/books/view/1601226,Fairy tales
Dreams in Time,https://www.smashwords.com/books/view/1587309,Fairy tales
A Prince by Blood and Bone,https://www.smashwords.com/books/view/1602211,Fairy tales
The Witch Collector,https://www.smashwords.com/books/view/1216717,Fairy tales
City of Ruin,https://www.smashwords.com/books/view/1216861,Fairy tales
Beauty and the Bachelor,https://www.smashwords.com/books/view/1569819,Fairy tales
De Verre et de Cendre,https://www.smashwords.com/books/view/1426725,Fairy tales
Curse of the Vampire,https://www.smashwords.com/books/view/1271855,Fairy tales
The Queens of the Fae series: Books …,https://www.smashwords.com/books/view/1256429,Fairy tales
Reapers of the Grimm Brotherhoo…,https://www.smashwords.com/books/view/1292633,Fairy tales
Mystic Wolves Books 1-3,https://www.smashwords.com/books/view/1561313,Fairy tales
Revenge Harem,https://www.smashwords.com/books/view/1591626,Fairy tales
Stick It To The Man: A Non-Political Per…,https://www.smashwords.com/books/view/1465417,Fairy tales
Gabbi's Amazing Dream,https://www.smashwords.com/books/view/1272017,Fairy tales
Besoekers uit die Ruimte - Die Raais…,https://www.smashwords.com/books/view/1578666,Fairy tales
Unlikely Alphas: a Fated Mates Ome…,https://www.smashwords.com/books/view/1446727,Fairy tales
Tower Of Thorns,https://www.smashwords.com/books/view/1413703,Fairy tales
Enchant: Beauty and the Beast Retold,https://www.smashwords.com/books/view/1218457,Fairy tales
Her Mad Dragon,https://www.smashwords.com/books/view/1584787,Fairy tales
An Alpha's Mate 3: Savage,https://www.smashwords.com/books/view/957689,Fairy tales
The Centaur's Bride,https://www.smashwords.com/books/view/1061262,Fairy tales
Bobby And The Beast,https://www.smashwords.com/books/view/746371,Fairy tales
A Spell of Blood and Secrets,https://www.smashwords.com/books/view/1603790,Fairy tales
The Little Queen,https://www.smashwords.com/books/view/1603746,Fairy tales
Third Chance Mate,https://www.smashwords.com/books/view/1603618,Fairy tales
Bread and Burglary,https://www.smashwords.com/books/view/1594179,Fantasy
A Shift in Death,https://www.smashwords.com/books/view/1497662,Fantasy
Lion's Tail,https://www.smashwords.com/books/view/1588817,Fantasy
The Witch Collector,https://www.smashwords.com/books/view/1216717,Fantasy
Timeborne,https://www.smashwords.com/books/view/1334706,Fantasy
Nighthawks MC Entire Series,https://www.smashwords.com/books/view/1473739,Fantasy
Shadow's End,https://www.smashwords.com/books/view/1509717,Fantasy
The Perfect Brew Collection,https://www.smashwords.com/books/view/1273224,Fantasy
Wolf Girl,https://www.smashwords.com/books/view/1511514,Fantasy
The Last Phoenix Books 1-3,https://www.smashwords.com/books/view/1573716,Fantasy
The Immortal Relics Books 1-3,https://www.smashwords.com/books/view/1271858,Fantasy
Duplicity,https://www.smashwords.com/books/view/1589820,Fantasy
Blades of Light,https://www.smashwords.com/books/view/1585531,Fantasy
Haunting Memories,https://www.smashwords.com/books/view/1593722,Fantasy
Dead Shifter Walking,https://www.smashwords.com/books/view/458380,Fantasy
Jon Bragg Giant Problem,https://www.smashwords.com/books/view/1589837,Fantasy
Born to Serve,https://www.smashwords.com/books/view/1579965,Fantasy
Loved by the Alpha,https://www.smashwords.com/books/view/1336952,Fantasy
Chains of Honor: The Complete Seri…,https://www.smashwords.com/books/view/1465878,Fantasy
Agents of the Crown (The Complete Se…,https://www.smashwords.com/books/view/1404154,Fantasy
Trickster King,https://www.smashwords.com/books/view/1335796,Fantasy
The Belonging,https://www.smashwords.com/books/view/1060321,Fantasy
Descent,https://www.smashwords.com/books/view/205160,Fantasy
Hasea Chronicles Compilation (Book…,https://www.smashwords.com/books/view/910441,Fantasy
Brunch With An Angel,https://www.smashwords.com/books/view/1603680,Fantasy
#RescueMe,https://www.smashwords.com/books/view/1603677,Fantasy
A Very Faerie Christmas,https://www.smashwords.com/books/view/1603654,Fantasy
A Disastrous Masquerade,https://www.smashwords.com/books/view/1563503,Gothic
A Haunting on Forsyth Street,https://www.smashwords.com/books/view/1602733,Gothic
Skeletal Branches and Orange Glow,https://www.smashwords.com/books/view/1603130,Gothic
The Housemaid,https://www.smashwords.com/books/view/1263068,Gothic
Lady Beauchamp's Proposal,https://www.smashwords.com/books/view/1386575,Gothic
Covert: Jayden,https://www.smashwords.com/books/view/1434646,Gothic
Drake Hall,https://www.smashwords.com/books/view/1499691,Gothic
Angel's Mask,https://www.smashwords.com/books/view/1256815,Gothic
Wormwood Abbey,https://www.smashwords.com/books/view/1458848,Gothic
Sold To The Bad Billionaires,https://www.smashwords.com/books/view/1431391,Gothic
The Unnatural Brethren,https://www.smashwords.com/books/view/1530750,Gothic
Wild Irish Boxset,https://www.smashwords.com/books/view/1286948,Gothic
Dangerous Desire,https://www.smashwords.com/books/view/1211848,Gothic
My Lord,https://www.smashwords.com/books/view/1048836,Gothic
Non Serviam,https://www.smashwords.com/books/view/1456403,Gothic
The Unforgotten,https://www.smashwords.com/books/view/1264150,Gothic
The Ghost (Ruthless Regency Dukes 6),https://www.smashwords.com/books/view/1454787,Gothic
The Forest Of Dreams,https://www.smashwords.com/books/view/1603327,Gothic
Stand And Deliver,https://www.smashwords.com/books/view/1602784,Gothic
Whispers in the Shadows,https://www.smashwords.com/books/view/1603456,Graphic novels & comics
Guide to the TidalWave Univers…,https://www.smashwords.com/books/view/1439991,Graphic novels & comics
Bold and the Brave #33,https://www.smashwords.com/books/view/1500584,Graphic novels & comics
The Golden Gryphon and the Bear Princ…,https://www.smashwords.com/books/view/1054773,Graphic novels & comics
The Yakuza's Guide to Babysitting 7,https://www.smashwords.com/books/view/1506205,Graphic novels & comics
The Yakuza's Guide to Babysitting 5,https://www.smashwords.com/books/view/1330667,Graphic novels & comics
The Bottom-Tier Baron's Accidental…,https://www.smashwords.com/books/view/1326309,Graphic novels & comics
Salad Days: 经久 Vol.1（English Edi…,https://www.smashwords.com/books/view/1117687,Graphic novels & comics
The Bottom-Tier Baron's Accidental…,https://www.smashwords.com/books/view/1374331,Graphic novels & comics
Kiss Me If You Can Vol. 1,https://www.smashwords.com/books/view/1543947,Graphic novels & comics
Welcome to the Outcast's Restaur…,https://www.smashwords.com/books/view/1327915,Graphic novels & comics
El Camino del Samurái: El Nacim…,https://www.smashwords.com/books/view/1583528,Graphic novels & comics
Creepy Corners in Erie PA,https://www.smashwords.com/books/view/1457324,Graphic novels & comics
María y los Secretos del Mar,https://www.smashwords.com/books/view/1561443,Graphic novels & comics
Quantum Nexus: Echoes of Void,https://www.smashwords.com/books/view/1521184,Graphic novels & comics
The Green Man,https://www.smashwords.com/books/view/1514805,Graphic novels & comics
देवों के देव महादेव Divine Mythology …,https://www.smashwords.com/books/view/1581643,Graphic novels & comics
"Romance: Love, Lies & Insanity",https://www.smashwords.com/books/view/1494495,Graphic novels & comics
Fantasy Art Book 1: Sketches,https://www.smashwords.com/books/view/367301,Graphic novels & comics
The Finisher,https://www.smashwords.com/books/view/375176,Graphic novels & comics
Arcadia's Ignoble Knight: Sorceré In…,https://www.smashwords.com/books/view/938372,Graphic novels & comics
Arcadia's Ignoble Knight: The Sorcer…,https://www.smashwords.com/books/view/899492,Graphic novels & comics
"American Kitsune, Vol. 4: A Fox's Fa…",https://www.smashwords.com/books/view/1126320,Graphic novels & comics
The Brave Little Astronaut 2: Journ…,https://www.smashwords.com/books/view/1603602,Graphic novels & comics
A Dash of Scot,https://www.smashwords.com/books/view/1518447,Historical
The Durable & Damned.,https://www.smashwords.com/books/view/1600631,Historical
The Forgotten Prince,https://www.smashwords.com/books/view/1585018,Historical
A Modest Independence,https://www.smashwords.com/books/view/1290492,Historical
Darkness of Time,https://www.smashwords.com/books/view/1422521,Historical
A Most Efficient Murder,https://www.smashwords.com/books/view/1415252,Historical
Maggie Finds Clarity,https://www.smashwords.com/books/view/1511528,Historical
The Sinclair Society Box-Set 1,https://www.smashwords.com/books/view/1221161,Historical
The Lord of Lost Causes,https://www.smashwords.com/books/view/1200144,Historical
The Huguenot Connection Trilogy…,https://www.smashwords.com/books/view/1599363,Historical
The Delafield & Malloy Investigations,https://www.smashwords.com/books/view/1565047,Historical
Through a Bhoys Eyes Part 1,https://www.smashwords.com/books/view/1583321,Historical
"Veni, Vidi, Exitus",https://www.smashwords.com/books/view/1564723,Historical
Gem & Geson: Become the True …,https://www.smashwords.com/books/view/1483819,Historical
Finding Amelia.,https://www.smashwords.com/books/view/595114,Historical
Breach of Honor,https://www.smashwords.com/books/view/1532270,Historical
